text,label,channel,platform,source
"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;ved=0CB8QFjAA&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&amp;ei=OQ3yU9DWC8L4yQOYo4GoAw&amp;usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&amp;sig2=OnqZzad3q3CmNBe9nml4gA&amp;bvm=bv.73231344,d.bGQ&amp;cad=rja ﻿",phishing,social,youtube,Youtube02-KatyPerry
http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor﻿,phishing,social,youtube,Youtube02-KatyPerry
I really love this video.. http://www.bubblews.com/account/389088-sheilcen﻿,phishing,social,youtube,Youtube02-KatyPerry
Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2﻿,phishing,social,youtube,Youtube02-KatyPerry
Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,phishing,social,youtube,Youtube02-KatyPerry
Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿,phishing,social,youtube,Youtube02-KatyPerry
Help Please!!  http://www.gofundme.com/RJanimalcare﻿,phishing,social,youtube,Youtube02-KatyPerry
http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,phishing,social,youtube,Youtube02-KatyPerry
http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,phishing,social,youtube,Youtube02-KatyPerry
"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",phishing,social,youtube,Youtube02-KatyPerry
I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,phishing,social,youtube,Youtube02-KatyPerry
"Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN﻿",phishing,social,youtube,Youtube02-KatyPerry
"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3﻿",legitimate,social,youtube,Youtube02-KatyPerry
In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://9gag.com/gag/aAVpwj9/ =)﻿,phishing,social,youtube,Youtube02-KatyPerry
ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,phishing,social,youtube,Youtube02-KatyPerry
"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",legitimate,social,youtube,Youtube02-KatyPerry
"help me click on the subscribe Mai Nguyen, thank you﻿",phishing,social,youtube,Youtube02-KatyPerry
even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,phishing,social,youtube,Youtube02-KatyPerry
Thanks to this video we know that Nokia phones can survive a plane crash.﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://www.bubblews.com/news/6401116-vps-solutions﻿,phishing,social,youtube,Youtube02-KatyPerry
The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,phishing,social,youtube,Youtube02-KatyPerry
The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.﻿,phishing,social,youtube,Youtube02-KatyPerry
"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",legitimate,social,youtube,Youtube02-KatyPerry
Perfect! &lt;3﻿,legitimate,social,youtube,Youtube02-KatyPerry
"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"should not have paused the music, this is a clip, not a movie.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D﻿",phishing,social,youtube,Youtube02-KatyPerry
Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,phishing,social,youtube,Youtube02-KatyPerry
"Hey guys go to check my video name ""growtopia my story""﻿",phishing,social,youtube,Youtube02-KatyPerry
http://shhort.com/a?r=HuPwEH5ab﻿,phishing,social,youtube,Youtube02-KatyPerry
YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,phishing,social,youtube,Youtube02-KatyPerry
http://shhort.com/a?r=G8iX5cTKd﻿,phishing,social,youtube,Youtube02-KatyPerry
"I love this song, it´s for empowering every woman :)  ""you´re gonna hear me roar"" ;)﻿",legitimate,social,youtube,Youtube02-KatyPerry
This song makes me want to drink bleach﻿,legitimate,social,youtube,Youtube02-KatyPerry
If she really did this there she's hardcore﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://shhort.com/a?r=Jt2ufxHxc﻿,phishing,social,youtube,Youtube02-KatyPerry
Follow me watch my videos :) Follow me watch my videos :) Follow me watch  my videos :) Follow me watch my videos :) Follow me watch my videos :)  Follow me watch my videos :) Follow me watch my videos :)﻿,phishing,social,youtube,Youtube02-KatyPerry
"I'm sorry Katy Perry, I was being weird. I still love you &lt;3﻿",legitimate,social,youtube,Youtube02-KatyPerry
I'm not a big fan of the song but this video is awesome!﻿,legitimate,social,youtube,Youtube02-KatyPerry
katy perry  just stop it and dont do a song i dont like it﻿,legitimate,social,youtube,Youtube02-KatyPerry
GO TO MY CHANNEL and check out my written songs﻿,phishing,social,youtube,Youtube02-KatyPerry
"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport﻿",phishing,social,youtube,Youtube02-KatyPerry
Subscribe and u are gonna hear me roar ;)﻿,phishing,social,youtube,Youtube02-KatyPerry
In my opinion I think you look better with black hair then blond hair : )﻿,legitimate,social,youtube,Youtube02-KatyPerry
"I loved, she is amazing.. OMG your eyes*_*﻿",legitimate,social,youtube,Youtube02-KatyPerry
"Please help me give my son a grave.  http://www.gofundme.com/BishopsGraveMarker Or please just share it on your  fb page, I do not have one anymore.﻿",phishing,social,youtube,Youtube02-KatyPerry
You gonna hear me ROARRRR.....﻿,legitimate,social,youtube,Youtube02-KatyPerry
follow me---&gt; https://twitter.com/f0llowshoutouts ﻿,phishing,social,youtube,Youtube02-KatyPerry
I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿,legitimate,social,youtube,Youtube02-KatyPerry
She's an old Whore!﻿,legitimate,social,youtube,Youtube02-KatyPerry
Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,phishing,social,youtube,Youtube02-KatyPerry
ROAAAAARRRRRR 🐯🐯🐯﻿,legitimate,social,youtube,Youtube02-KatyPerry
This looks so fun and it's a good song﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Check out our vids, our songs are awesome! And that I guarantee :)﻿",phishing,social,youtube,Youtube02-KatyPerry
I love You Katy ♥﻿,legitimate,social,youtube,Youtube02-KatyPerry
I    loved        it           so       much          because         you          get         to         stand            fear .﻿,legitimate,social,youtube,Youtube02-KatyPerry
Click For iTunes code http://shhort.com/a?r=0LaviqU2b﻿,phishing,social,youtube,Youtube02-KatyPerry
Katy perry is and inspirational singer her voice is awesome and I loved her  so much . She achieved music history and I couldn't believe that . Guys if  you could take 1min to go to my channel and watch my first video I would be  greatly thankful for this :) ty guys N katy is still awesome xoxo﻿,phishing,social,youtube,Youtube02-KatyPerry
Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,phishing,social,youtube,Youtube02-KatyPerry
https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gf﻿,phishing,social,youtube,Youtube02-KatyPerry
subscribe to me﻿,phishing,social,youtube,Youtube02-KatyPerry
3:46 so cute!﻿,legitimate,social,youtube,Youtube02-KatyPerry
"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",legitimate,social,youtube,Youtube02-KatyPerry
Roar is without a doubt your best song...feel good song with a message for  everyone. Good job Katy﻿,legitimate,social,youtube,Youtube02-KatyPerry
The great mother of the jungle. Sweet and natural. I like her videos.﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿,phishing,social,youtube,Youtube02-KatyPerry
Katy has conqueror's haki &gt;:)﻿,legitimate,social,youtube,Youtube02-KatyPerry
Can you check my videos please? Don't hate me :( Give me one oportunity﻿,phishing,social,youtube,Youtube02-KatyPerry
WOW VERY NICE CONGRASULATION I LIVE SO MUCH http://en.prothom-alo.com/sport/news/53331/Zimbabwe-A-team-due-in-Dhaka-Wednesday ﻿,phishing,social,youtube,Youtube02-KatyPerry
There is 7 bilion poeple on earth Now stop being dumb﻿,legitimate,social,youtube,Youtube02-KatyPerry
I love this shit but I disliked it because it's sucks﻿,legitimate,social,youtube,Youtube02-KatyPerry
"hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing :( so please if you could like  this picture it would be very nice, thank you i really want to go to her  concert :) https://www.facebook.com/exagdl/photos/a.936868579660284.1073741943.111719098841907/937732262907249/?type=1&amp;theater ﻿",phishing,social,youtube,Youtube02-KatyPerry
"this video is very inaccurate, a tiger would rip her face of﻿",legitimate,social,youtube,Youtube02-KatyPerry
Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,phishing,social,youtube,Youtube02-KatyPerry
Are those real animals﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",phishing,social,youtube,Youtube02-KatyPerry
Maybe the best music video in the last 15 years? This is how pop music is  done folks!﻿,legitimate,social,youtube,Youtube02-KatyPerry
I love KATY PERRY &lt;3 &lt;3﻿,legitimate,social,youtube,Youtube02-KatyPerry
Boooobs﻿,legitimate,social,youtube,Youtube02-KatyPerry
"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿",legitimate,social,youtube,Youtube02-KatyPerry
Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,legitimate,social,youtube,Youtube02-KatyPerry
Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,legitimate,social,youtube,Youtube02-KatyPerry
great song you go katy!﻿,legitimate,social,youtube,Youtube02-KatyPerry
looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt﻿,legitimate,social,youtube,Youtube02-KatyPerry
My telephone!﻿,legitimate,social,youtube,Youtube02-KatyPerry
This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",phishing,social,youtube,Youtube02-KatyPerry
"really want this video to get 1 billion views, would be amazing!﻿",legitimate,social,youtube,Youtube02-KatyPerry
Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,phishing,social,youtube,Youtube02-KatyPerry
"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿",legitimate,social,youtube,Youtube02-KatyPerry
How can this song have 629 million views while there are only 7 million  people in the world?﻿,legitimate,social,youtube,Youtube02-KatyPerry
Katy Perry is garbage. Rihanna is the best singer in the world. ﻿,legitimate,social,youtube,Youtube02-KatyPerry
https://www.reverbnation.com/slicknick313/songs﻿,phishing,social,youtube,Youtube02-KatyPerry
"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",legitimate,social,youtube,Youtube02-KatyPerry
This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,legitimate,social,youtube,Youtube02-KatyPerry
"see it all, human folly right?﻿",legitimate,social,youtube,Youtube02-KatyPerry
Great.This is a song﻿,legitimate,social,youtube,Youtube02-KatyPerry
Awesum song!! Jus luv it!﻿,legitimate,social,youtube,Youtube02-KatyPerry
Watch my videos xx﻿,phishing,social,youtube,Youtube02-KatyPerry
Please check out my acoustic cover channel :) thanks ﻿,phishing,social,youtube,Youtube02-KatyPerry
Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,legitimate,social,youtube,Youtube02-KatyPerry
selfie alert﻿,legitimate,social,youtube,Youtube02-KatyPerry
Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,legitimate,social,youtube,Youtube02-KatyPerry
It is a shit﻿,legitimate,social,youtube,Youtube02-KatyPerry
She loves Vena. trojmiasto.pl/Vena-Bus-Taxi-o59253.html﻿,phishing,social,youtube,Youtube02-KatyPerry
"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",phishing,social,youtube,Youtube02-KatyPerry
Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,phishing,social,youtube,Youtube02-KatyPerry
i am a big fan of you and i love you﻿,legitimate,social,youtube,Youtube02-KatyPerry
https://viralangels.com/user/d4aaacwk﻿,phishing,social,youtube,Youtube02-KatyPerry
I &lt;3 Katy Perry!﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",legitimate,social,youtube,Youtube02-KatyPerry
http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,phishing,social,youtube,Youtube02-KatyPerry
http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,phishing,social,youtube,Youtube02-KatyPerry
If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,phishing,social,youtube,Youtube02-KatyPerry
"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",legitimate,social,youtube,Youtube02-KatyPerry
Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿,phishing,social,youtube,Youtube02-KatyPerry
Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,phishing,social,youtube,Youtube02-KatyPerry
Hey guys subscribe to my channel for no reason! Please!..﻿,phishing,social,youtube,Youtube02-KatyPerry
Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,phishing,social,youtube,Youtube02-KatyPerry
At least she didn't get rid of her completely useless makeup.﻿,legitimate,social,youtube,Youtube02-KatyPerry
I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,legitimate,social,youtube,Youtube02-KatyPerry
This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,legitimate,social,youtube,Youtube02-KatyPerry
"She's got it all. Incredible voice, extremely hot, nice tits﻿",legitimate,social,youtube,Youtube02-KatyPerry
--&gt;ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv.  mtvema. com/vote (delete spaces) thumbs up and share on fb﻿,phishing,social,youtube,Youtube02-KatyPerry
I really like this song.﻿,legitimate,social,youtube,Youtube02-KatyPerry
my son love so much﻿,legitimate,social,youtube,Youtube02-KatyPerry
Y LOVE YOU﻿,legitimate,social,youtube,Youtube02-KatyPerry
follow me on instagram bigboss286﻿,phishing,social,youtube,Youtube02-KatyPerry
why the elephant have a broken horn﻿,legitimate,social,youtube,Youtube02-KatyPerry
Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,phishing,social,youtube,Youtube02-KatyPerry
Where did she find all that make up in a freakin jungle?!﻿,legitimate,social,youtube,Youtube02-KatyPerry
so cute that monkey *-*! ﻿,legitimate,social,youtube,Youtube02-KatyPerry
Nice song﻿,legitimate,social,youtube,Youtube02-KatyPerry
subscribe please ﻿,phishing,social,youtube,Youtube02-KatyPerry
"You are all sheep, period. This is terrible music.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"A  friend of mine has invented a big dick formula. He had a small dick (4  inches) and he did some research about this topic. During the research, he  found out the secret knowledge of penis enlargement. He applied what he  had learned and now he has a 7 inch dick. He was absolutely amazed by his  results. Of course, it took a few months. Therefore, he has written a book  about this issue in order to help guys. He asked me to promote his book :)  So, guys if you are interested and for more info check this out  https://payhip.com/b/oTIb  . He is selling it for symbolic £1. Thank you ;)﻿",phishing,social,youtube,Youtube02-KatyPerry
In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,legitimate,social,youtube,Youtube02-KatyPerry
Please look at my channel﻿,phishing,social,youtube,Youtube02-KatyPerry
My three bigger secrets are: I don't think I'm good enough for me skinny  size. I'm bisexual and I sweat really freaking bad when I'm nervous. -  check out Secret by Austin Mahone's NEW Single!﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,phishing,social,youtube,Youtube02-KatyPerry
katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,phishing,social,youtube,Youtube02-KatyPerry
I love her green eyes﻿,legitimate,social,youtube,Youtube02-KatyPerry
How old is Katy perry?﻿,legitimate,social,youtube,Youtube02-KatyPerry
most popular video on youtube  ﻿,legitimate,social,youtube,Youtube02-KatyPerry
NOKIA spotted﻿,legitimate,social,youtube,Youtube02-KatyPerry
"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",legitimate,social,youtube,Youtube02-KatyPerry
Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,phishing,social,youtube,Youtube02-KatyPerry
Fantastic!!!﻿,legitimate,social,youtube,Youtube02-KatyPerry
j aiiima plzzz  https://www.facebook.com/pages/%C3%89c%C3%B8l%CE%B5-al-ma%CE%B7b%CE%B5t/302703146601369 ﻿,phishing,social,youtube,Youtube02-KatyPerry
https://vimeo.com/107297364﻿,phishing,social,youtube,Youtube02-KatyPerry
She's awesome XD﻿,legitimate,social,youtube,Youtube02-KatyPerry
Katy perry songs aren't that bad ﻿,legitimate,social,youtube,Youtube02-KatyPerry
hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,phishing,social,youtube,Youtube02-KatyPerry
Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/pages/Komedi-burda-gel/775510675841486﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/profile.php?id=100007085325116﻿,phishing,social,youtube,Youtube02-KatyPerry
That's Good :)﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://www.googleadservices.com/pagead/aclk?sa=L&amp;ai=CSyOEB1wxVPCfL7D27AbGpYDgBJDPm6IH6MHu05wBgJXbv8sBEAEgkN7lJVCF7byH_f____8BYIOFgICAHKABsKG31wPIAQKpAh_KmC0hBpM-qAMByAPBBKoEkwFP0KullxqI1MG6o43HVzE-eFMqRG4Tu5LLBU_fsZ8gn0HBkJhBX-m83W1TS3_3Dx_HwPdX1Kazsj8o7SIEcVJjmBNsWyiJEcqvHXLbdzStUBOFaloYInWm0_rOOCppS2AuAT6zguICKm0lI83duwMAbzqvenE8TRfAzOrltBb037VzYv_XI4hBNQ2nvh19MrBgE0SIBgGgBgKAB7jeyCg&amp;num=1&amp;cid=5Ggs_m_9mA3TI40fS6mVPICS&amp;sig=AOD64_1OFC7Seh_1pOp-jYrbS7X6-heeNQ&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!A0QoUc7Q48v3_QIAAABpUgAAACsqAR0_VgOQWQxjmPUyvKoSf3K-q1BvKf9ZE4jhNC3ovckKxCbAFzZpAJiBXWBvVq4jrDgZ8q3rInlwgaBy_bXlfw7ma6dk0RJG14ZkRyizwqdi7HxgGE9tNDD9abflTFkBMbFfcJixNtHwbwkJ6N2onLH2D9EvEagPhoEwXOgBnu5ibgtRkgnAcQ1OIbgMzgAFNSc0lsaRiqj8HQR8T12dWv_7biY4k6I3y4yubloTdE_4XVKlnVeADZzF1L_xRYQkE6Wsur3EdLJWGk8fLq_QALdI-wAzNuysgqjNRDY6VucKLplZONyiSdKc9ebX-0dbHjZdW0LbsJBi40gXm0D0p5KRhv8XInQlI53__wQBaHS8zX4MJHw5vWrkPXFOeKs ﻿,phishing,social,youtube,Youtube02-KatyPerry
Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,legitimate,social,youtube,Youtube02-KatyPerry
If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿,legitimate,social,youtube,Youtube02-KatyPerry
DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,phishing,social,youtube,Youtube02-KatyPerry
"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",legitimate,social,youtube,Youtube02-KatyPerry
Who else would give Katy perry a good old mighty roar? ;)﻿,legitimate,social,youtube,Youtube02-KatyPerry
OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,legitimate,social,youtube,Youtube02-KatyPerry
https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,phishing,social,youtube,Youtube02-KatyPerry
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,legitimate,social,youtube,Youtube02-KatyPerry
FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,phishing,social,youtube,Youtube02-KatyPerry
"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",phishing,social,youtube,Youtube02-KatyPerry
katy perry is awesome﻿,legitimate,social,youtube,Youtube02-KatyPerry
this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,phishing,social,youtube,Youtube02-KatyPerry
Nice song .See my new track.﻿,phishing,social,youtube,Youtube02-KatyPerry
I love this sooooooooooooong I love katy perry﻿,legitimate,social,youtube,Youtube02-KatyPerry
What does that tattoo on her right tricep say?﻿,legitimate,social,youtube,Youtube02-KatyPerry
Since when has Katy Perry had her own YouTube channel?﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",legitimate,social,youtube,Youtube02-KatyPerry
i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,phishing,social,youtube,Youtube02-KatyPerry
"""eye of the tiger"" ""i am the champion"" seems like katy perry is using  titles of old rock songs for lyrics..﻿",legitimate,social,youtube,Youtube02-KatyPerry
She is a perfect wonder.....﻿,legitimate,social,youtube,Youtube02-KatyPerry
https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ﻿,phishing,social,youtube,Youtube02-KatyPerry
she is horrible at acting. cringe-worhty.﻿,legitimate,social,youtube,Youtube02-KatyPerry
"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿",phishing,social,youtube,Youtube02-KatyPerry
